cheese,url,milk,country,region,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Barrel Aged Feta,https://www.cheese.com/barrel-aged-feta/,"cow, goat, sheep",Greece,Wisconsin,Feta,"soft, artisan","creamy, crumbly",natural,white,creamy,rich,No,No,Sartori
Barricato al Pepe,https://www.cheese.com/barricato-al-pepe/,cow,Italy,Wisconsin,Blue,"firm, artisan",crumbly,natural,ivory,creamy,"fruity, spicy",No,No,Sartori
Barriquet,https://www.cheese.com/barriquet/,goat,France,Wisconsin,Brie,soft,"smooth, supple",washed,white,"earthy, full-flavored, meaty, nutty",aromatic,False,False,Pierrick Brendani and Nicolas Trotot
Barry's Bay Cheddar,https://www.cheese.com/barrys-bay-cheddar/,cow,New Zealand,Banks Peninsular in Canterbury,Cheddar,"hard, artisan",creamy,cloth wrapped,white,creamy,rich,False,False,Barry's Bay
Bartlett,https://www.cheese.com/bartlett/,sheep,"England, Great Britain, United Kingdom",Somerset,Brie,"soft, artisan","dense, smooth",mold ripened,white,"buttery, milky","aromatic, strong",True,False,Sartori
Basajo,https://www.cheese.com/basajo/,sheep,Italy,Wisconsin,Blue,"semi-soft, blue-veined",creamy,natural,white,sweet,fruity,False,False,Sartori
Baserri,https://www.cheese.com/baserri/,sheep,United States,Wisconsin,Tomme,"semi-hard, artisan","creamy, crumbly",natural,white,"milky, tangy","milky, nutty",No,No,"Barinaga Ranch, Inc."
Basils Original Rauchkäse,https://www.cheese.com/basils-original-rauchkase/,cow,Germany,Wisconsin,Cheddar,semi-soft,"compact, dense, soft",natural,pale yellow,"salty, smokey , spicy",smokey,False,False,Bergader Privatkäserei GmbH
Basing,https://www.cheese.com/basing/,goat,United Kingdom,Kent,Gouda,hard,crumbly,natural,white,"herbaceous, smooth",rich,True,False,Sartori
Baskeriu,https://www.cheese.com/baskeriu/,sheep,France,"French Basque Country, Midi-Pyrénées",Cheddar,semi-soft,"dry, smooth",natural,white,"buttery, nutty","buttery, nutty, rich",True,False,Sartori
Basket Cheese,https://www.cheese.com/basket-cheese/,cow,Middle East,Wisconsin,Cottage,"soft, semi-soft","chewy, supple",rindless,white,"mild, salty",milky,True,False,"Specialty Cheese Company, Inc"
Basket Molded Ricotta,https://www.cheese.com/basket-molded-ricotta/,cow,United States,Wisconsin,Cottage,fresh firm,firm,natural,white,"creamy, sweet",fresh,No,No,Sartori
Bassigny au porto,https://www.cheese.com/bassigny-au-porto/,cow,Belgium,Wisconsin,Cheddar,semi-soft,creamy,washed,yellow,"acidic, buttery",aromatic,False,False,Sartori
Bath Blue,https://www.cheese.com/bath-blue/,cow,"England, United Kingdom",South West England,Blue,"soft, artisan, blue-veined","creamy, smooth",natural,cream,creamy,clean,No,No,The Bath Soft Cheese Co.
Bath Soft Cheese,https://www.cheese.com/bath-soft/,cow,England,South West England,Brie,soft,creamy,bloomy,ivory,"citrusy, lemony, mushroomy","aromatic, grassy",No,No,The Bath Soft Cheese Co.
Bath Soft Cheese Truffled,https://www.cheese.com/bath-soft-cheese-truffled/,cow,United Kingdom,Wisconsin,Brie,soft,"buttery, soft-ripened",natural,white,creamy,rich,No,No,The Bath Soft Cheese Co.
Batzos,https://www.cheese.com/batzos/,"goat, sheep",Greece,"Central and Western Macedonia, Thessaly",Cheddar,semi-hard,dry,natural,white,"piquant, salty, sour, spicy",pleasant,False,False,Sartori
Bavaria blu,https://www.cheese.com/bavaria-blu/,cow,Germany,Wisconsin,Blue,"soft, blue-veined","creamy, soft",mold ripened,cream,"creamy, sharp, strong","aromatic, rich",False,False,Bergader Privatkäserei GmbH
Bavarian Bergkase,https://www.cheese.com/bavarian-bergkase/,cow,Germany,Allgaeu Alps,Cheddar,"hard, artisan","crumbly, firm, open",natural,pale yellow,"full-flavored, nutty, spicy","aromatic, rich",False,False,Sartori
Bayley Hazen Blue,https://www.cheese.com/bayley-hazen-blue/,cow,United States,"Greensboro, VT",Blue,"semi-hard, artisan, blue-veined","creamy, dense, firm",natural,cream,"buttery, grassy, licorice, nutty, tangy","grassy, spicy, strong",False,False,Jasper Hill Farm
Baylough,https://www.cheese.com/baylough/,cow,Ireland,"County Tipperary, Clogheen",Cheddar,"hard, artisan","close, firm",waxed,yellow,"garlicky, herbaceous, mild, smokey","herbal, mild",True,False,BAY LOUGH CHEESE
Beach Box Brie,https://www.cheese.com/beach-box-brie/,cow,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,creamy,ash coated,golden yellow,creamy,rich,True,False,BoatShed Cheese
Bear Hill,https://www.cheese.com/bear-hill/,sheep,United States,Vermont,Blue,"semi-hard, smear-ripened",smooth,washed,pale yellow,"fruity, mild, milky, nutty, sweet",rich,No,No,Grafton Village Cheese Company
Beaufort,https://www.cheese.com/beaufort/,cow,France,Wisconsin,Blue,semi-firm,"creamy, smooth",natural,pale yellow,creamy,"fruity, nutty",False,False,Sartori
Beaumont,https://www.cheese.com/beaumont/,cow,France,Rhône-Alpes,Cheddar,semi-soft,"creamy, smooth",washed,pale yellow,creamy,"barnyardy, earthy, mild, nutty, rich",No,No,Sartori
Beauvale,https://www.cheese.com/beauvale/,cow,England,East Midlands,Blue,"soft, blue-veined","creamy, smooth",natural,pale yellow,creamy,rich,False,False,Cropwell Bishop Creamery Limited
Beauvoorde,https://www.cheese.com/beauvoorde/,cow,Belgium,Flanders,Cheddar,semi-hard,"creamy, firm",natural,yellow,mild,spicy,No,No,Sartori
Beehive Fresh,https://www.cheese.com/beehive-fresh/,cow,United States,Utah,Mozzarella,"fresh soft, artisan","buttery, soft",natural,pale yellow,"buttery, mild","buttery, fresh, mild",True,False,Beehive Cheese Company
Beemster 2% Milk,https://www.cheese.com/beemster-2-milk/,cow,"Canada, Denmark, France, Germany, Netherlands, United States",Wisconsin,Cheddar,semi-soft,smooth,natural,white,nutty,"aromatic, floral, fruity",False,False,"Beemster Cheese, CONO Kaasmakers / Beemster"
Beemster Aged,https://www.cheese.com/beemster-aged/,cow,Netherlands,Wisconsin,Gouda,hard,"crystalline, firm, smooth",natural,yellow,"full-flavored, smooth, spicy, strong",rich,False,False,CONO Kaasmakers / Beemster
Beemster Classic,https://www.cheese.com/beemster-classic/,cow,Netherlands,Wisconsin,Gouda,semi-hard,"creamy, firm, smooth",natural,yellow,"buttery, nutty","buttery, rich",False,False,Beemster Cheese
Beemster Extra Aged (XO),https://www.cheese.com/beemster-extra-aged/,cow,Netherlands,Wisconsin,Gouda,hard,"brittle, crumbly, grainy",natural,golden yellow,"butterscotch, nutty",aromatic,False,False,"Beemster Cheese, CONO Kaasmakers / Beemster"
Beemster Graskaas,https://www.cheese.com/beemster-graskaas/,cow,Netherlands,Wisconsin,Gouda,semi-hard,"creamy, open, smooth",natural,yellow,full-flavored,rich,False,False,"Beemster Cheese, CONO Kaasmakers / Beemster"
Beenleigh Blue,https://www.cheese.com/beenleigh-blue/,sheep,England,Wisconsin,Blue,"soft, blue-veined",smooth,natural,white,lemony,fresh,True,False,Ticklemore Cheese Dairy
Bega Processed Cheddar,https://www.cheese.com/bega-processed-cheddar/,cow,Australia,Wisconsin,Cheddar,soft,"creamy, smooth",natural,yellow,creamy,rich,No,No,Bega Cheese Limited
Bel Ceillo,https://www.cheese.com/bel-ceillo/,cow,United States,NY,Parmesan,"semi-hard, artisan","creamy, crumbly",natural,pale yellow,sharp,pungent,No,No,Muranda Cheese Company
Bel Paese,https://www.cheese.com/bel-paese/,cow,Italy,Lombardy,Cheddar,semi-soft,"creamy, smooth",plastic,pale yellow,"buttery, mild, milky, sweet",pleasant,False,False,Galbani
Bella Lodi,https://www.cheese.com/bella-lodi/,cow,Italy,Lodi,Parmesan,"hard, artisan","crumbly, flaky, grainy",natural,white,full-flavored,"aromatic, rich",True,False,Lodigrana
Belle Creme,https://www.cheese.com/belle-creme/,cow,Canada,Québec,Brie,"soft, soft-ripened","buttery, creamy, smooth, soft-ripened",bloomy,white,"acidic, buttery, creamy, salty","mushroom, nutty",No,No,La Maison Alexis de Portneuf Inc.
Belletoile,https://www.cheese.com/belletoile/,cow,France,Wisconsin,Brie,"soft, soft-ripened",creamy,natural,white,"garlicky, mild, mushroomy, nutty, tangy",mild,False,False,Fromagerie Henri Hutin
Bellwether Farms Crescenza,https://www.cheese.com/bellwether-farms-crescenza/,cow,United States,"Sonoma, California",Brie,"soft, artisan","buttery, soft-ripened, spreadable",rindless,ivory,"buttery, tart","buttery, rich",True,False,Bellwether Farms
Benedictine,https://www.cheese.com/benedictine/,"cow, goat, sheep",United States,"La Velle, Wisconsin",Cheddar,"semi-hard, artisan",creamy,washed,yellow,creamy,rich,No,No,Carr Valley Cheese Company
Bent River,https://www.cheese.com/bent-river/,cow,United States,"Mankato, MN",Camembert,"soft, artisan, soft-ripened","smooth, soft",bloomy,white,"buttery, mellow, milky, subtle",mushroom,No,No,Alemar Cheese
Bergader,https://www.cheese.com/bergader/,cow,Germany,Wisconsin,Blue,"semi-hard, artisan",creamy,natural,white,creamy,rich,False,False,Bergader Privatkäserei GmbH
Bergere Bleue,https://www.cheese.com/bergere-bleue/,sheep,United States,"Marathon, NY",Blue,"semi-soft, artisan, blue-veined","creamy, crumbly, smooth",mold ripened,pale yellow,burnt caramel,"lanoline, rich, yeasty",True,False,Northland Sheep Dairy
Bergues,https://www.cheese.com/bergues/,cow,France,Bergues,Cheddar,semi-hard,smooth,washed,white,"subtle, sweet",aromatic,False,False,Sartori
Berkswell,https://www.cheese.com/berkswell/,sheep,United Kingdom,Wisconsin,Gouda,hard,"chewy, firm",natural,pale yellow,creamy,sweet,No,No,Sartori
Bermondsey Hard Pressed,https://www.cheese.com/bermondsey-hard-pressed/,cow,"England, Great Britain, United Kingdom","Bermondsey, London",Cheddar,"hard, artisan","creamy, crumbly, open",natural,yellow,"creamy, nutty",barnyardy,No,No,KAPPACASEIN DAIRY
Bermuda Triangle,https://www.cheese.com/bermuda-triangle/,goat,United States,California,Brie,"semi-soft, soft-ripened","creamy, crumbly, dense, firm, smooth",bloomy,white,"earthy, piquant, spicy, tangy","earthy, fresh, spicy",True,False,Cypress Grove Chevre
Bethmale des Pyrenees,https://www.cheese.com/bethmale-des-pyrenees/,cow,France,Pyrenees,Cheddar,semi-hard,creamy,natural,brownish yellow,mild,"aromatic, earthy, mushroom",False,False,Sartori
Bettine Bleu,https://www.cheese.com/bettine-bleu/,goat,Netherlands,Wisconsin,Cheddar,semi-hard,creamy,natural,white,creamy,rich,False,False,Bettinehoeve BV
Bettine Grand Cru,https://www.cheese.com/bettine-grand-cru/,goat,Netherlands,Wisconsin,Cheddar,semi-hard,creamy,natural,white,"spicy, strong",strong,False,False,Bettinehoeve BV
Beyaz Peynir,https://www.cheese.com/beyaz-peynir/,"cow, goat, sheep",Turkey,Wisconsin,Mozzarella,"semi-soft, brined",creamy,natural,pale white,creamy,rich,True,False,Sartori
Bianca,https://www.cheese.com/bianca/,"goat, sheep",United States,"Tieton, Washington",Mozzarella,"fresh soft, artisan","soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",No,No,Tieton Farm & Creamery
Bianco,https://www.cheese.com/bianco/,cow,Germany,Wisconsin,Cheddar,semi-hard,"creamy, open, soft",natural,pale yellow,"buttery, garlicky, mild",rich,False,False,Bergader Privatkäserei GmbH
Bica de Queijo,https://www.cheese.com/bica-de-queijo/,"cow, goat, sheep",Portugal,Póvoa de Lanhoso,Pecorino,"semi-soft, artisan","creamy, firm, smooth, springy",natural,ivory,"buttery, mild, salty",goaty,False,False,Sartori
Bierkase,https://www.cheese.com/bierkase/,cow,Germany,Wisconsin,Blue,"semi-soft, smear-ripened",smooth,washed,pale yellow,"salty, tangy",strong,No,No,Sartori
Big John's Cajun,https://www.cheese.com/big-johns-cajun/,cow,United States,Utah,Cheddar,"hard, artisan","creamy, smooth",natural,pale yellow,"smooth, spicy","rich, spicy",True,False,Beehive Cheese Company
Big Rock Blue,https://www.cheese.com/big-rock-blue/,cow,United States,California,Blue,"semi-firm, artisan, blue-veined","buttery, crumbly",rindless,ivory,"buttery, salty",mild,True,False,Central Coast Creamery
Big Woods Blue,https://www.cheese.com/big-woods-blue/,sheep,United States,Minnesota,Blue,"semi-hard, blue-veined",firm,natural,ivory,"full-flavored, sharp, spicy, tangy","pronounced, sweet",True,False,Shepherd's Way Farms
Bijou,https://www.cheese.com/bijou/,goat,United States,"Websterville, VT",Pecorino,"semi-soft, artisan","creamy, smooth",mold ripened,white,"sharp, sweet, tangy, yeasty","fresh, yeasty",No,No,Vermont Creamery
Binnorie Marinated Fetta,https://www.cheese.com/binnorie-marinated-fetta/,cow,Australia,"Pokolbin, Hunter Valley",Feta,"soft, brined",creamy,natural,white,"herbaceous, mild, milky","clean, fresh, herbal",True,False,Binnorie Dairy
Bishop Kennedy,https://www.cheese.com/bishop-kennedy/,cow,Scotland,"Kinfauns, Perthshire",Brie,soft,smooth,washed,yellow,"creamy, strong",pungent,True,False,"Kinfauns Home Farm, Scotland"
Bismark,https://www.cheese.com/bismark/,sheep,United States,Vermont,Cheddar,"semi-hard, artisan","crumbly, firm",rindless,yellow,"buttery, creamy, nutty, sweet, tangy",rich,True,False,Grafton Village Cheese Company
Bix,https://www.cheese.com/bix/,cow,United Kingdom,Wisconsin,Cottage,"soft, semi-soft","buttery, creamy, soft, soft-ripened",natural,pale yellow,creamy,rich,No,No,Sartori
Black Betty,https://www.cheese.com/black-betty/,goat,Netherlands,Wisconsin,Cheddar,"hard, artisan",firm,waxed,white,creamy,rich,No,No,"Essex St. Cheese Co., Fromagerie L'Amuse"
Black Bomber Cheddar,https://www.cheese.com/black-bomber-cheddar/,cow,United Kingdom,Wisconsin,Gouda,hard,"buttery, compact, creamy, crumbly",natural,yellow,creamy,rich,No,No,Snowdonia Cheese Company Limited
Black Pearl,https://www.cheese.com/black-pearl/,goat,Australia,"Mornington Peninsula, Melbourne",Cheddar,"semi-hard, artisan",firm,ash coated,white,mild,fresh,True,False,BoatShed Cheese
Blackmount,https://www.cheese.com/blackmount/,goat,Scotland,Wisconsin,Brie,soft,creamy,ash coated,green,earthy,clean,True,False,Errington Cheese Ltd.
Blacksticks Blue,https://www.cheese.com/blacksticks-blue/,cow,United Kingdom,Wisconsin,Blue,"soft, blue-veined","creamy, spreadable",natural,orange,"creamy, tangy",rich,True,False,Butlers Farmhouse Cheeses
Blaenafon Pwll Ddu,https://www.cheese.com/blaenafon-pwll-ddu/,cow,Wales,Wisconsin,Gouda,hard,compact,natural,cream,savory,rich,No,No,Sartori
Blarney Castle,https://www.cheese.com/blarney-castle/,cow,Ireland,Blarney,Gouda,semi-soft,creamy,natural,golden yellow,"smooth, tangy",rich,False,False,Kerrygold
Blenda,https://www.cheese.com/blenda/,"cow, sheep",Sweden,Oviken,Cheddar,"hard, artisan",creamy,natural,yellow,"acidic, fruity, mild, nutty",rich,No,No,Oviken cheese
Bleu Bénédictin,https://www.cheese.com/bleu-benedictin/,cow,Canada,Quebec,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly, firm",natural,pale yellow,"creamy, salty, woody","mushroom, pleasant",False,False,Fromagerie de l'Abbaye Saint-Benoît
Bleu d'Auvergne,https://www.cheese.com/bleu-dauvergne/,cow,France,Auvergne,Blue,"semi-soft, artisan","creamy, smooth",natural,ivory,"buttery, creamy, pungent",strong,No,No,Sartori
Bleu de Laqueuille,https://www.cheese.com/bleu-de-laqueuille/,cow,France,Laqueuille,Blue,"soft, blue-veined","creamy, smooth",natural,blue,"salty, spicy, tangy",earthy,False,False,Sartori
Bleu Des Causses,https://www.cheese.com/bleu-des-causses/,cow,France,Wisconsin,Blue,"semi-soft, blue-veined",creamy,natural,white,"milky, spicy",strong,No,No,Sartori
Bleu L'Ermite,https://www.cheese.com/bleu-lermite/,cow,Canada,Quebec,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly",natural,cream,"mushroomy, nutty, salty, sharp",fermented,False,False,Abbey de Saint-Benoit-du-lac
Bleu Mont Dairy Bandaged Cheddar,https://www.cheese.com/bleu-mont-dairy-bandaged-cheddar/,cow,United States,Wisconsin,Cheddar,"hard, artisan","crumbly, crystalline, flaky",cloth wrapped,yellow,"caramel, nutty, sweet",earthy,False,False,Sartori
Bleubry,https://www.cheese.com/bleubry/,cow,Canada,Quebec,Blue,"soft, blue-veined","creamy, smooth, supple",mold ripened,cream,"creamy, mild, savory",pungent,False,False,La Maison Alexis de Portneuf Inc.
Blissful Blocks,https://www.cheese.com/blissful-blocks/,Unknown,"Canada, United States",Wisconsin,Cheddar,hard,"creamy, crumbly",plastic,yellow,"creamy, savory, sharp, spicy",rich,True,False,GO Veggie!
Blissful Toppings,https://www.cheese.com/blissful-toppings/,Unknown,"Canada, United States",Wisconsin,Parmesan,soft,crumbly,artificial,yellow,"savory, sharp",rich,True,False,GO Veggie!
Bloomsdale,https://www.cheese.com/bloomsdale/,goat,United States,Bloomdale,Brie,"soft, artisan, soft-ripened","creamy, runny, soft-ripened",mold ripened,white,"earthy, milky, tangy",rich,False,False,Baetje Farms LLC
Blu '61,https://www.cheese.com/blu-61/,cow,Italy,Veneto,Blue,"soft, blue-veined","creamy, soft",natural,white,"creamy, pronounced, strong","fruity, rich, sweet",False,False,La Casearia Carpenedo S.r.l.
Blu Della Casera,https://www.cheese.com/blu-della-casera/,"cow, sheep",Italy,Piedmont,Blue,"soft, blue-veined",soft,leaf wrapped,ivory,"creamy, strong",rich,No,No,La Casera srl
Blu di Bufala,https://www.cheese.com/blu-di-bufala/,water buffalo,Italy,Lombardy,Blue,"semi-firm, artisan, blue-veined","creamy, crumbly",natural,cream,"acidic, milky, sweet, tangy","fresh, milky",False,False,Sartori
Blue,https://www.cheese.com/vegan-blue/,plant-based,United Kingdom,Wisconsin,Brie,soft,"creamy, soft-ripened",mold ripened,blue,"creamy, mild, smooth","milky, ripe",True,True,Honestly Tasty
Blue Benedictine,https://www.cheese.com/blue-benedictine/,Unknown,Canada,Wisconsin,Brie,"semi-soft, blue-veined, soft-ripened","buttery, creamy, crumbly, smooth",natural,brownish yellow,"buttery, creamy, earthy, grassy, herbaceous, mushroomy, salty, smooth, sweet","buttery, earthy, grassy, herbal, mushroom, sweet",No,No,"Benedictine Abbey of Saint-Benoît-du-Lac, Quebec."
Blue Castello,https://www.cheese.com/blue-castello/,cow,Denmark,Wisconsin,Blue,soft,"creamy, smooth",washed,blue,buttery,spicy,No,No,Sartori
Blue Cheese,https://www.cheese.com/blue-vein-cheese/,"cow, goat, sheep",United States,Wisconsin,Blue,"semi-soft, blue-veined",creamy,natural,blue,"salty, sharp, tangy","stinky, strong",False,False,Sartori
Blue Clouds,https://www.cheese.com/blue-clouds/,cow,United Kingdom,Wisconsin,Cheddar,semi-soft,creamy,natural,blue,creamy,rich,True,False,Sartori
Blue Earth,https://www.cheese.com/blue-earth/,cow,United States,"Mankato, MN",Brie,"soft, artisan, soft-ripened","creamy, runny, smooth, soft",bloomy,pale yellow,"buttery, grassy, smooth",rich,True,False,Sartori
Blue Ledge La Luna,https://www.cheese.com/blue-ledge-la-luna/,goat,United States,Vermont,Gouda,"semi-hard, artisan","firm, smooth",waxed,white,"creamy, milky, tangy",grassy,False,False,Blue Ledge
Blue Lupine,https://www.cheese.com/blue-lupine/,goat,United States,California,Blue,"semi-soft, blue-veined","creamy, dense",natural,white,tangy,goaty,No,No,Weirauch Farm and Creamery
